Unnamed: 0,total_matches,total_tournaments,total_finals,total_wins,best_rank,wins_clay,wins_grass,wins_hard,cluster
Reister J.,42.0,22.0,0.0,13.0,94.0,10.0,3.0,0.0,1
Reix C.,2.0,2.0,0.0,1.0,502.0,0.0,0.0,1.0,1
Renavand N.,2.0,2.0,0.0,1.0,364.0,0.0,0.0,1.0,1
Rettenmaier T.,1.0,1.0,0.0,0.0,297.0,0.0,0.0,0.0,1
Reyes-Varela M.A.,2.0,1.0,0.0,0.0,502.0,0.0,0.0,0.0,1
Reynolds B.,90.0,46.0,0.0,25.0,63.0,3.0,4.0,18.0,1
Riba P.,77.0,52.0,0.0,23.0,65.0,20.0,0.0,3.0,1
Riba-Madrid P.,2.0,2.0,0.0,0.0,78.0,0.0,0.0,0.0,1
Riedi L.,8.0,7.0,0.0,2.0,133.0,1.0,0.0,1.0,1
Rieschick S.,3.0,3.0,0.0,1.0,253.0,0.0,0.0,1.0,1
Riffice S.,1.0,1.0,0.0,0.0,542.0,0.0,0.0,0.0,1
Rincon D.,3.0,2.0,0.0,0.0,216.0,0.0,0.0,0.0,1
Rinderknech A.,140.0,72.0,1.0,66.0,48.0,19.0,7.0,40.0,3
Rios F.,1.0,1.0,0.0,0.0,1285.0,0.0,0.0,0.0,1
Ritschard A.,10.0,7.0,0.0,3.0,163.0,2.0,0.0,1.0,1
Robert S.,108.0,58.0,1.0,35.0,52.0,12.0,4.0,19.0,1
Robredo R.,3.0,2.0,0.0,1.0,6.0,0.0,0.0,1.0,1
Robredo T.,573.0,152.0,18.0,345.0,5.0,165.0,14.0,166.0,2
Robredo T. ,3.0,2.0,0.0,2.0,15.0,0.0,0.0,2.0,1
Roca Batalla O.,3.0,2.0,0.0,1.0,314.0,1.0,0.0,0.0,1
Rocha H.,4.0,3.0,0.0,1.0,182.0,1.0,0.0,0.0,1
Rochus C.,120.0,79.0,1.0,37.0,41.0,18.0,0.0,19.0,1
Rochus C. ,1.0,1.0,0.0,0.0,88.0,0.0,0.0,0.0,1
Rochus O.,255.0,91.0,6.0,113.0,24.0,20.0,21.0,72.0,3
Rochus O. ,1.0,1.0,0.0,0.0,61.0,0.0,0.0,0.0,1
Roddick A.,408.0,83.0,25.0,301.0,3.0,17.0,39.0,245.0,2
Rodionov J.,32.0,20.0,0.0,12.0,107.0,5.0,2.0,5.0,1
Rodrigues M.,2.0,2.0,0.0,1.0,275.0,0.0,0.0,1.0,1
Rodriguez B.,1.0,1.0,0.0,0.0,439.0,0.0,0.0,0.0,1
Rodriguez Taverna S.,1.0,1.0,0.0,0.0,201.0,0.0,0.0,0.0,1
Roger-Vasselin E.,193.0,69.0,2.0,74.0,36.0,15.0,16.0,43.0,3
Roitman S.,75.0,50.0,0.0,21.0,62.0,20.0,0.0,1.0,1
Rola B.,25.0,17.0,0.0,8.0,80.0,4.0,1.0,3.0,1
Romboli F.,1.0,1.0,0.0,0.0,244.0,0.0,0.0,0.0,1
Rosenholm P.,3.0,2.0,0.0,1.0,371.0,0.0,0.0,1.0,1
Roshardt R.,2.0,1.0,0.0,0.0,588.0,0.0,0.0,0.0,1
Rosol L.,254.0,94.0,4.0,106.0,26.0,44.0,8.0,54.0,3
Roumane R.,1.0,1.0,0.0,0.0,431.0,0.0,0.0,0.0,1
Rubin N.,27.0,21.0,0.0,7.0,144.0,1.0,0.0,6.0,1
Rublev A.,476.0,101.0,26.0,304.0,5.0,77.0,19.0,208.0,2
Rufin G.,41.0,26.0,0.0,15.0,85.0,5.0,2.0,8.0,1
Rune H.,202.0,77.0,8.0,125.0,4.0,44.0,10.0,71.0,3
Rusedski G.,47.0,31.0,1.0,24.0,29.0,2.0,5.0,17.0,1
Russell M.,161.0,74.0,0.0,59.0,67.0,7.0,7.0,45.0,3
Ruud C.,345.0,95.0,23.0,221.0,2.0,137.0,5.0,79.0,3
Ruusuvuori E.,186.0,77.0,2.0,93.0,40.0,14.0,11.0,68.0,3
Rybakov A.,1.0,1.0,0.0,0.0,378.0,0.0,0.0,0.0,1
Ryderstedt M.,16.0,9.0,0.0,5.0,130.0,3.0,0.0,2.0,1
Sa A.,1.0,1.0,0.0,0.0,241.0,0.0,0.0,0.0,1
Saavedra Corvalan C.,1.0,1.0,0.0,0.0,395.0,0.0,0.0,0.0,1
Sabau R.,32.0,25.0,0.0,9.0,74.0,7.0,1.0,1.0,1
Sabry S.,1.0,1.0,0.0,0.0,586.0,0.0,0.0,0.0,1
Sachko V.,5.0,5.0,0.0,0.0,166.0,0.0,0.0,0.0,1
Sadecky A.,3.0,1.0,0.0,1.0,401.0,1.0,0.0,0.0,1
Safin M.,181.0,74.0,2.0,95.0,4.0,19.0,11.0,65.0,3
Safiullin R.,98.0,55.0,1.0,45.0,36.0,7.0,7.0,31.0,1
Safranek V.,2.0,2.0,0.0,0.0,210.0,0.0,0.0,0.0,1
Safwat M.,13.0,11.0,0.0,1.0,173.0,0.0,1.0,0.0,1
Sakamoto P.,1.0,1.0,0.0,0.0,389.0,0.0,0.0,0.0,1
Sakharov G.,4.0,3.0,0.0,1.0,159.0,1.0,0.0,0.0,1
Salamanca C.,1.0,1.0,0.0,0.0,310.0,0.0,0.0,0.0,1
Salva B.,5.0,4.0,0.0,0.0,339.0,0.0,0.0,0.0,1
Salzenstein J.,3.0,3.0,0.0,1.0,437.0,0.0,0.0,1.0,1
Samper-Montana J.,2.0,2.0,0.0,0.0,216.0,0.0,0.0,0.0,1
Sanchez D.,7.0,5.0,0.0,3.0,116.0,3.0,0.0,0.0,1
Sanchez De Luna J.,2.0,2.0,0.0,0.0,304.0,0.0,0.0,0.0,1
Sanchez Izquierdo N.,1.0,1.0,0.0,0.0,260.0,0.0,0.0,0.0,1
Sanchez M.,1.0,1.0,0.0,0.0,624.0,0.0,0.0,0.0,1
Sanchez de Luna J.A.,1.0,1.0,0.0,0.0,494.0,0.0,0.0,0.0,1
Sandbichler A.,1.0,1.0,0.0,0.0,570.0,0.0,0.0,0.0,1
Sandgren T.,116.0,59.0,2.0,42.0,41.0,8.0,8.0,26.0,1
Sanguinetti D.,65.0,44.0,0.0,24.0,42.0,5.0,1.0,18.0,1
Santillan A.,9.0,8.0,0.0,2.0,168.0,0.0,1.0,1.0,1
Santoro F.,164.0,66.0,2.0,79.0,34.0,3.0,22.0,54.0,3
Saoudi S.,2.0,2.0,0.0,0.0,524.0,0.0,0.0,0.0,1
Saretta F.,19.0,13.0,0.0,6.0,83.0,6.0,0.0,0.0,1
Sargsian S.,3.0,3.0,0.0,0.0,391.0,0.0,0.0,0.0,1
Sarkissian A.,6.0,5.0,0.0,2.0,176.0,1.0,0.0,1.0,1
Sarmiento R.,1.0,1.0,0.0,0.0,705.0,0.0,0.0,0.0,1
Satral J.,3.0,3.0,0.0,1.0,226.0,0.0,0.0,1.0,1
Saulnier C.,32.0,28.0,0.0,12.0,48.0,0.0,0.0,12.0,1
Saville L.,9.0,5.0,0.0,2.0,164.0,0.0,2.0,0.0,1
Schalken S.,1.0,1.0,0.0,0.0,202.0,0.0,0.0,0.0,1
Scherrer J.C.,3.0,3.0,0.0,1.0,466.0,0.0,0.0,1.0,1
Schnur B.,18.0,13.0,1.0,3.0,92.0,0.0,0.0,3.0,1
Scholtz N.,1.0,1.0,0.0,0.0,662.0,0.0,0.0,0.0,1
Schoolkate T.,5.0,5.0,0.0,1.0,185.0,0.0,0.0,1.0,1
Schoorel T.,6.0,5.0,0.0,1.0,168.0,1.0,0.0,0.0,1
Schuettler R.,190.0,81.0,1.0,75.0,29.0,9.0,19.0,47.0,3
Schuettler R. ,1.0,1.0,0.0,0.0,85.0,0.0,0.0,0.0,1
Schukin Y.,27.0,20.0,0.0,11.0,141.0,11.0,0.0,0.0,1
Schuttler P.,1.0,1.0,0.0,0.0,350.0,0.0,0.0,0.0,1
Schwaerzler J.,2.0,2.0,0.0,0.0,347.0,0.0,0.0,0.0,1
Schwank E.,89.0,53.0,0.0,32.0,50.0,25.0,0.0,7.0,1
Schwartzman D.,436.0,111.0,14.0,234.0,9.0,113.0,10.0,111.0,3
Searle H.,2.0,2.0,0.0,0.0,539.0,0.0,0.0,0.0,1
Sekulic M.,1.0,1.0,0.0,0.0,68.0,0.0,0.0,0.0,1
Sekulic P.,3.0,3.0,0.0,1.0,298.0,0.0,0.0,1.0,1
Sela D.,280.0,105.0,2.0,116.0,30.0,8.0,25.0,83.0,3
Seppi A.,711.0,178.0,9.0,336.0,18.0,107.0,54.0,175.0,2
Seppi A. ,2.0,2.0,0.0,1.0,51.0,0.0,0.0,1.0,1
Serdarusic N.,9.0,7.0,0.0,1.0,193.0,1.0,0.0,0.0,1
Sergeyev I.,2.0,1.0,0.0,1.0,209.0,0.0,0.0,1.0,1
Serra F.,268.0,108.0,3.0,109.0,36.0,42.0,9.0,58.0,3
Serra F. ,2.0,2.0,0.0,1.0,71.0,0.0,0.0,1.0,1
Setkic A.,3.0,3.0,0.0,0.0,165.0,0.0,0.0,0.0,1
Seyboth Wild T.,71.0,38.0,1.0,31.0,63.0,21.0,2.0,8.0,1
Shane R.,1.0,1.0,0.0,0.0,1410.0,0.0,0.0,0.0,1
Shang J.,56.0,33.0,1.0,29.0,51.0,1.0,3.0,25.0,1
Shapovalov D.,336.0,96.0,7.0,183.0,10.0,33.0,19.0,131.0,3
Shelbayh A.,10.0,9.0,0.0,2.0,230.0,1.0,0.0,1.0,1
Shelton B.,117.0,49.0,3.0,66.0,13.0,9.0,6.0,51.0,1
Shevchenko A.,80.0,46.0,1.0,37.0,48.0,11.0,1.0,25.0,1
Shimabukuro S.,8.0,8.0,0.0,2.0,148.0,0.0,0.0,2.0,1
Shimizu Y.,1.0,1.0,0.0,0.0,451.0,0.0,0.0,0.0,1
Shyla Y.,1.0,1.0,0.0,0.0,366.0,0.0,0.0,0.0,1
Sidorenko A.,12.0,9.0,0.0,4.0,187.0,2.0,0.0,2.0,1
Sijsling I.,129.0,75.0,0.0,45.0,52.0,10.0,10.0,25.0,3
Silva D.,1.0,1.0,0.0,0.0,263.0,0.0,0.0,0.0,1
Silva F.,2.0,1.0,0.0,0.0,249.0,0.0,0.0,0.0,1
Silva F.F.,3.0,2.0,0.0,1.0,263.0,1.0,0.0,0.0,1
Silva J.,4.0,4.0,0.0,0.0,160.0,0.0,0.0,0.0,1
Simmonds P.,3.0,3.0,0.0,0.0,240.0,0.0,0.0,0.0,1
Simon G.,831.0,170.0,22.0,473.0,7.0,140.0,48.0,285.0,2
Simon G. ,3.0,1.0,0.0,2.0,12.0,0.0,0.0,2.0,1
Simonsson F.,1.0,1.0,0.0,0.0,674.0,0.0,0.0,0.0,1
Singh S.,1.0,1.0,0.0,0.0,373.0,0.0,0.0,0.0,1
Sinner J.,313.0,73.0,23.0,240.0,1.0,52.0,21.0,167.0,3
Sirianni J.,15.0,13.0,0.0,4.0,143.0,0.0,1.0,3.0,1
Siriluethaiwattana P.,1.0,1.0,0.0,0.0,1194.0,0.0,0.0,0.0,1
Sitak A.,1.0,1.0,0.0,0.0,387.0,0.0,0.0,0.0,1
Skatov T.,11.0,8.0,0.0,3.0,129.0,2.0,0.0,1.0,1
Skugor F.,26.0,23.0,0.0,7.0,146.0,4.0,0.0,3.0,1
Slabinsky A.,2.0,2.0,0.0,0.0,329.0,0.0,0.0,0.0,1
Slanar M.,3.0,2.0,0.0,1.0,232.0,0.0,0.0,1.0,1
Sluiter R.,40.0,33.0,1.0,15.0,84.0,5.0,4.0,6.0,1
Smeets R.,9.0,8.0,0.0,1.0,150.0,0.0,0.0,1.0,1
Smethurst D.,1.0,1.0,0.0,0.0,234.0,0.0,0.0,0.0,1
Smith J.P.,27.0,20.0,0.0,5.0,129.0,0.0,4.0,1.0,1
Smyczek T.,128.0,45.0,0.0,43.0,68.0,3.0,6.0,34.0,1
Snobel P.,3.0,3.0,0.0,0.0,184.0,0.0,0.0,0.0,1
Sock J.,305.0,65.0,6.0,167.0,8.0,30.0,15.0,122.0,3
Soderling R.,338.0,96.0,14.0,228.0,4.0,62.0,20.0,146.0,3
Soderlund C.,2.0,1.0,0.0,1.0,479.0,1.0,0.0,0.0,1
Soeda G.,104.0,52.0,0.0,29.0,52.0,1.0,4.0,24.0,1
Sonego L.,283.0,105.0,6.0,135.0,21.0,49.0,21.0,65.0,3
Sorensen L.,5.0,4.0,0.0,2.0,236.0,1.0,0.0,1.0,1
Sousa J.,430.0,135.0,12.0,182.0,28.0,76.0,14.0,92.0,3
Sousa P.,33.0,25.0,1.0,6.0,101.0,6.0,0.0,0.0,1
Souza J.,68.0,37.0,0.0,23.0,69.0,22.0,0.0,1.0,1
Spadea V.,155.0,68.0,1.0,62.0,42.0,7.0,12.0,43.0,3
Spizzirri E.,3.0,2.0,0.0,1.0,341.0,0.0,1.0,0.0,1
Squire H.,4.0,3.0,0.0,1.0,181.0,1.0,0.0,0.0,1
Srichaphan P.,90.0,48.0,1.0,46.0,35.0,0.0,3.0,43.0,1
Stadler S.,15.0,8.0,0.0,5.0,141.0,0.0,3.0,2.0,1
Stakhovsky S.,314.0,102.0,4.0,137.0,34.0,25.0,23.0,89.0,3
Starace P.,273.0,91.0,4.0,121.0,28.0,100.0,0.0,21.0,3
Statham J.,8.0,4.0,0.0,2.0,332.0,0.0,0.0,2.0,1
Statham R.,1.0,1.0,0.0,0.0,557.0,0.0,0.0,0.0,1
Stebe C-M.,2.0,2.0,0.0,1.0,177.0,0.0,0.0,1.0,1
Stebe C.M.,68.0,35.0,1.0,26.0,77.0,13.0,2.0,11.0,1
Steckley R.,1.0,1.0,0.0,0.0,583.0,0.0,0.0,0.0,1
Stepanek M.,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,1
Stepanek R.,434.0,112.0,10.0,247.0,11.0,51.0,28.0,168.0,3
Stepanek R. ,4.0,2.0,0.0,3.0,14.0,0.0,0.0,3.0,1
Stoppini A.,10.0,9.0,0.0,3.0,220.0,0.0,0.0,3.0,1
Stricker D.,38.0,16.0,0.0,19.0,90.0,4.0,4.0,11.0,1
Strode B.,1.0,1.0,0.0,0.0,393.0,0.0,0.0,0.0,1
Struff J-L.,1.0,1.0,0.0,0.0,106.0,0.0,0.0,0.0,1
Struff J.L.,419.0,111.0,4.0,195.0,21.0,71.0,25.0,99.0,3
Struvay E.,2.0,1.0,0.0,0.0,336.0,0.0,0.0,0.0,1
Sugita Y.,122.0,61.0,1.0,42.0,38.0,4.0,14.0,24.0,1
Summerer T.,6.0,5.0,0.0,0.0,168.0,0.0,0.0,0.0,1
Sun F.,1.0,1.0,0.0,0.0,359.0,0.0,0.0,0.0,1
Sun P.,3.0,2.0,0.0,0.0,557.0,0.0,0.0,0.0,1
Suzuki T.,10.0,5.0,0.0,5.0,216.0,0.0,0.0,5.0,1
Svajda Z.,22.0,17.0,0.0,6.0,102.0,0.0,0.0,6.0,1
Svrcina D.,5.0,5.0,0.0,2.0,167.0,0.0,0.0,2.0,1
Sweeny D.,6.0,5.0,0.0,2.0,273.0,0.0,0.0,2.0,1
Sweeting R.,87.0,39.0,1.0,31.0,65.0,8.0,2.0,21.0,1
Tabara M.,3.0,3.0,0.0,0.0,109.0,0.0,0.0,0.0,1
Taberner C.,36.0,23.0,0.0,12.0,85.0,8.0,0.0,4.0,1
Tabilo A.,94.0,50.0,4.0,50.0,19.0,22.0,8.0,20.0,1
Tahiri M.,2.0,2.0,0.0,1.0,566.0,1.0,0.0,0.0,1
Taino E.,2.0,1.0,0.0,1.0,255.0,0.0,0.0,1.0,1
Takahashi Y.,1.0,1.0,0.0,0.0,262.0,0.0,0.0,0.0,1
Takeuchi K.,1.0,1.0,0.0,0.0,441.0,0.0,0.0,0.0,1
Tavares L.,2.0,2.0,0.0,1.0,246.0,1.0,0.0,0.0,1
Te R.,1.0,1.0,0.0,0.0,489.0,0.0,0.0,0.0,1
Tearney F.,2.0,1.0,0.0,0.0,365.0,0.0,0.0,0.0,1
Teixeira M.,6.0,5.0,0.0,1.0,181.0,1.0,0.0,0.0,1
Tepavac M.,1.0,1.0,0.0,0.0,201.0,0.0,0.0,0.0,1
Terachi T.,3.0,3.0,0.0,1.0,431.0,0.0,0.0,1.0,1
Thiem D.,513.0,115.0,28.0,318.0,3.0,153.0,14.0,151.0,2
Thiem D. ,5.0,1.0,1.0,3.0,5.0,0.0,0.0,3.0,1
Thomann N.,5.0,5.0,0.0,1.0,206.0,0.0,0.0,1.0,1
Thompson C.,1.0,1.0,0.0,0.0,2159.0,0.0,0.0,0.0,1
Thompson J.,279.0,106.0,4.0,130.0,28.0,14.0,27.0,89.0,3
Thron A.,1.0,1.0,0.0,0.0,1473.0,0.0,0.0,0.0,1
Tiafoe F.,366.0,97.0,9.0,190.0,10.0,34.0,23.0,133.0,3
Tien L.,7.0,3.0,0.0,3.0,191.0,0.0,0.0,3.0,1
Tipsarevic J.,419.0,136.0,10.0,225.0,8.0,46.0,34.0,145.0,3
Tipsarevic J. ,2.0,1.0,0.0,1.0,39.0,0.0,0.0,1.0,1
Tirante T.A.,17.0,12.0,0.0,8.0,109.0,7.0,0.0,1.0,1
Tiurnev E.,1.0,1.0,0.0,0.0,304.0,0.0,0.0,0.0,1
Tomic B.,329.0,101.0,6.0,166.0,17.0,25.0,33.0,108.0,3
Topic J.,1.0,1.0,0.0,0.0,605.0,0.0,0.0,0.0,1
Topo M.,5.0,4.0,0.0,0.0,320.0,0.0,0.0,0.0,1
Torebko P.,2.0,2.0,0.0,0.0,313.0,0.0,0.0,0.0,1
Torpegaard M.,4.0,4.0,0.0,1.0,179.0,0.0,0.0,1.0,1
Travaglia S.,77.0,45.0,1.0,25.0,60.0,10.0,1.0,14.0,1
Trevisan M.,1.0,1.0,0.0,0.0,462.0,0.0,0.0,0.0,1
Trinker B.,3.0,3.0,0.0,1.0,371.0,1.0,0.0,0.0,1
Troicki V.,496.0,132.0,9.0,253.0,12.0,53.0,32.0,168.0,3
Troicki V. ,2.0,2.0,0.0,1.0,29.0,0.0,0.0,1.0,1
Trongcharoenchaikul W.,1.0,1.0,0.0,0.0,1217.0,0.0,0.0,0.0,1
Trujillo G.,2.0,2.0,0.0,1.0,237.0,1.0,0.0,0.0,1
Trungelliti M.,38.0,21.0,0.0,15.0,121.0,13.0,0.0,2.0,1
Trusendi W.,1.0,1.0,0.0,0.0,386.0,0.0,0.0,0.0,1
Tseng C. H.,9.0,8.0,0.0,2.0,108.0,1.0,0.0,1.0,1
Tseng C.H.,11.0,9.0,0.0,2.0,85.0,0.0,0.0,2.0,1
Tsitsipas P.,1.0,1.0,0.0,0.0,970.0,0.0,0.0,0.0,1
Tsitsipas S.,456.0,92.0,28.0,303.0,3.0,106.0,22.0,175.0,2
Tsitsipas S. ,5.0,2.0,1.0,4.0,6.0,0.0,0.0,4.0,1
Tsonga J.W.,636.0,103.0,30.0,426.0,5.0,76.0,46.0,304.0,2
Tu L.,7.0,5.0,0.0,1.0,191.0,0.0,1.0,0.0,1
Tuksar S.,3.0,3.0,0.0,0.0,166.0,0.0,0.0,0.0,1
Tursunov D.,365.0,124.0,9.0,190.0,20.0,23.0,31.0,136.0,3
Tveit E.,1.0,1.0,0.0,0.0,925.0,0.0,0.0,0.0,1
Tyurnev E.,1.0,1.0,0.0,0.0,548.0,0.0,0.0,0.0,1
Uchida K.,4.0,4.0,0.0,1.0,163.0,0.0,0.0,1.0,1
Uchiyama Y.,36.0,23.0,0.0,11.0,86.0,0.0,0.0,11.0,1
Udomchoke D.,56.0,31.0,0.0,13.0,79.0,0.0,4.0,9.0,1
Ugo Carabelli C.,13.0,11.0,0.0,4.0,92.0,4.0,0.0,0.0,1
Ulihrach B.,4.0,3.0,0.0,1.0,199.0,1.0,0.0,0.0,1
Ungur A.,32.0,23.0,0.0,6.0,79.0,6.0,0.0,0.0,1
Vacek J.,6.0,5.0,0.0,3.0,245.0,0.0,3.0,0.0,1
Vacherot V.,4.0,3.0,0.0,0.0,138.0,0.0,0.0,0.0,1
Vagnozzi S.,8.0,7.0,0.0,2.0,186.0,2.0,0.0,0.0,1
Vahaly B.,1.0,1.0,0.0,0.0,164.0,0.0,0.0,0.0,1
Vaisse M.,1.0,1.0,0.0,0.0,309.0,0.0,0.0,0.0,1
Valent R.,1.0,1.0,0.0,0.0,1088.0,0.0,0.0,0.0,1
Valkusz M.,4.0,3.0,0.0,1.0,214.0,0.0,0.0,1.0,1
Van Assche L.,50.0,35.0,0.0,16.0,64.0,8.0,1.0,7.0,1
Van D. Merwe I.,1.0,1.0,0.0,0.0,118.0,0.0,0.0,0.0,1
Van De Zandschulp B.,161.0,68.0,1.0,79.0,23.0,19.0,9.0,51.0,3
Van Der Merwe I.,10.0,5.0,0.0,6.0,129.0,0.0,2.0,4.0,1
Van Rijthoven T.,19.0,14.0,1.0,10.0,103.0,0.0,8.0,2.0,1
Van der Dium A.,1.0,1.0,0.0,0.0,995.0,0.0,0.0,0.0,1
Van der Merwe I.,3.0,2.0,0.0,1.0,285.0,0.0,0.0,1.0,1
Vanek J.,80.0,52.0,0.0,28.0,81.0,22.0,1.0,5.0,1
Vanni L.,21.0,16.0,1.0,5.0,100.0,4.0,0.0,1.0,1
Vardhan V.,1.0,1.0,0.0,0.0,313.0,0.0,0.0,0.0,1
Varillas J. P.,19.0,14.0,0.0,9.0,92.0,9.0,0.0,0.0,1
Varillas J.P.,39.0,23.0,0.0,16.0,63.0,12.0,0.0,4.0,1
Vasilevski A.,1.0,1.0,0.0,0.0,785.0,0.0,0.0,0.0,1
Vassallo-Arguello M.,101.0,52.0,0.0,39.0,49.0,33.0,2.0,4.0,1
Vassallo-Arguello M. ,1.0,1.0,0.0,0.0,72.0,0.0,0.0,0.0,1
Vatutin A.,9.0,7.0,0.0,2.0,138.0,2.0,0.0,0.0,1
Vavassori A.,19.0,14.0,0.0,8.0,128.0,6.0,0.0,2.0,1
Vega Hernandez D.,1.0,1.0,0.0,0.0,440.0,0.0,0.0,0.0,1
Veger F.,1.0,1.0,0.0,0.0,836.0,0.0,0.0,0.0,1
Veic A.,30.0,16.0,0.0,9.0,127.0,4.0,0.0,5.0,1
Velotti A.,3.0,3.0,0.0,0.0,676.0,0.0,0.0,0.0,1
Vemic D.,15.0,11.0,0.0,5.0,178.0,3.0,1.0,1.0,1
Ventura S.,60.0,35.0,0.0,21.0,68.0,21.0,0.0,0.0,1
Venus M.,9.0,6.0,0.0,1.0,40.0,0.0,0.0,1.0,1
Verdasco F.,856.0,199.0,21.0,478.0,7.0,198.0,44.0,236.0,2
Verdasco F. ,3.0,2.0,0.0,2.0,8.0,0.0,0.0,2.0,1
Verkerk M.,11.0,10.0,0.0,0.0,316.0,0.0,0.0,0.0,1
Vesely J.,277.0,112.0,4.0,130.0,36.0,51.0,23.0,56.0,3
Vicente F.,30.0,21.0,0.0,5.0,87.0,4.0,1.0,0.0,1
Vicente M.,1.0,1.0,0.0,0.0,188.0,0.0,0.0,0.0,1
Vico U.,3.0,2.0,0.0,1.0,251.0,0.0,0.0,1.0,1
Vik R.,51.0,41.0,0.0,17.0,57.0,6.0,1.0,10.0,1
Vilella Martinez M.,9.0,8.0,0.0,4.0,167.0,1.0,0.0,3.0,1
Villanueva G.,1.0,1.0,0.0,0.0,279.0,0.0,0.0,0.0,1
Vinciguerra A.,16.0,10.0,0.0,6.0,153.0,5.0,0.0,1.0,1
Viola M.,15.0,14.0,0.0,4.0,126.0,2.0,0.0,2.0,1
Viola Mat.,2.0,2.0,0.0,0.0,148.0,0.0,0.0,0.0,1
Virtanen O.,10.0,7.0,0.0,3.0,116.0,0.0,1.0,2.0,1
Vliegen K.,142.0,76.0,1.0,60.0,30.0,19.0,9.0,32.0,3
Volandri F.,244.0,96.0,5.0,96.0,25.0,88.0,1.0,7.0,3
Vovk S.,1.0,1.0,0.0,0.0,1216.0,0.0,0.0,0.0,1
Vrbensky M.,1.0,1.0,0.0,0.0,311.0,0.0,0.0,0.0,1
Vukic A.,93.0,55.0,1.0,41.0,50.0,4.0,10.0,27.0,1
Wachiramanowong K.,2.0,1.0,0.0,0.0,523.0,0.0,0.0,0.0,1
Walter L.,1.0,1.0,0.0,0.0,287.0,0.0,0.0,0.0,1
Walton A.,14.0,14.0,0.0,3.0,89.0,0.0,2.0,1.0,1
Wang C.,2.0,2.0,0.0,1.0,553.0,0.0,0.0,1.0,1
Wang J.,21.0,12.0,0.0,8.0,133.0,2.0,4.0,2.0,1
Wang Y.,2.0,2.0,0.0,0.0,87.0,0.0,0.0,0.0,1
Wang Y. Jr,1.0,1.0,0.0,0.0,401.0,0.0,0.0,0.0,1
Wang Y.Jr.,1.0,1.0,0.0,0.0,484.0,0.0,0.0,0.0,1
Wang Y.T.,27.0,19.0,0.0,8.0,87.0,0.0,3.0,5.0,1
Warburg S.,13.0,11.0,0.0,3.0,157.0,0.0,0.0,3.0,1
Ward A.,4.0,4.0,0.0,0.0,244.0,0.0,0.0,0.0,1
Ward J.,63.0,33.0,0.0,13.0,102.0,0.0,10.0,3.0,1
Washington M.,1.0,1.0,0.0,0.0,864.0,0.0,0.0,0.0,1
Waske A.,48.0,32.0,0.0,16.0,89.0,9.0,2.0,5.0,1
Watanuki Y.,31.0,20.0,0.0,13.0,79.0,3.0,2.0,8.0,1
Wawrinka S.,839.0,141.0,30.0,522.0,3.0,176.0,32.0,314.0,2
Wawrinka S. ,3.0,2.0,0.0,2.0,21.0,0.0,0.0,2.0,1
Weiner G.,2.0,2.0,0.0,0.0,205.0,0.0,0.0,0.0,1
Weintraub A.,5.0,5.0,0.0,1.0,196.0,0.0,0.0,1.0,1
Wessels L.,1.0,1.0,0.0,0.0,347.0,0.0,0.0,0.0,1
Wessels P.,14.0,9.0,1.0,7.0,103.0,0.0,4.0,3.0,1
Westerhof B.,1.0,1.0,0.0,0.0,236.0,0.0,0.0,0.0,1
Whitehouse W.,7.0,5.0,0.0,3.0,331.0,0.0,0.0,3.0,1
Whittington A.,5.0,5.0,0.0,2.0,190.0,0.0,0.0,2.0,1
Widom T.,7.0,6.0,0.0,4.0,232.0,0.0,0.0,4.0,1
Williams R.,23.0,19.0,0.0,5.0,114.0,2.0,0.0,3.0,1
Willis M.,2.0,2.0,0.0,1.0,772.0,0.0,1.0,0.0,1
Wilson B.,5.0,4.0,0.0,1.0,279.0,0.0,0.0,1.0,1
Witten J.,10.0,8.0,0.0,2.0,186.0,0.0,0.0,2.0,1
Wolf J.J.,97.0,53.0,1.0,45.0,39.0,7.0,3.0,35.0,1
Wolmarans F.,3.0,1.0,0.0,1.0,261.0,0.0,0.0,1.0,1
Wong C.,6.0,6.0,0.0,0.0,133.0,0.0,0.0,0.0,1
Wu D.,24.0,11.0,0.0,4.0,203.0,0.0,0.0,4.0,1
Wu T.L.,5.0,4.0,0.0,1.0,172.0,0.0,0.0,1.0,1
Wu Y.,40.0,28.0,1.0,18.0,54.0,3.0,1.0,14.0,1
Xu J.C.,1.0,1.0,0.0,0.0,594.0,0.0,0.0,0.0,1
Yang T.H.,4.0,4.0,0.0,0.0,341.0,0.0,0.0,0.0,1
Yani M.,15.0,13.0,0.0,3.0,151.0,0.0,2.0,1.0,1
Yevseyev D.,4.0,3.0,0.0,1.0,160.0,1.0,0.0,0.0,1
Ymer E.,86.0,47.0,0.0,25.0,108.0,11.0,0.0,14.0,1
Ymer M.,127.0,59.0,1.0,57.0,53.0,12.0,6.0,39.0,1
Young D.,293.0,84.0,2.0,114.0,40.0,7.0,13.0,94.0,3
Youzhny A.,1.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,1
Youzhny M.,602.0,125.0,15.0,332.0,8.0,84.0,39.0,209.0,2
Youzhny M. ,4.0,2.0,1.0,3.0,23.0,0.0,0.0,3.0,1
Yu X.Y.,1.0,1.0,0.0,0.0,515.0,0.0,0.0,0.0,1
