,total_matches,total_tournaments,total_finals,total_wins,best_rank,career_span_days,avg_sets_per_match,top_10_wins,ranking_stability,wins_clay,wins_grass,wins_hard,wins_atp250,wins_atp500,wins_grand slam,wins_international,wins_international gold,wins_masters,wins_masters 1000,wins_masters cup,wins_month_1,wins_month_2,wins_month_3,wins_month_4,wins_month_5,wins_month_6,wins_month_7,wins_month_8,wins_month_9,wins_month_10,wins_month_11,wins_month_12,wins_1st_round,wins_2nd_round,wins_3rd_round,wins_4th_round,wins_quarterfinals,wins_round_robin,wins_semifinals,wins_the_final,win_rate,finals_rate
Baccanello P.,9.0,8.0,0.0,2.0,135.0,463.0,3.5,0.0,94.05955560175691,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0
Bachelot J.F,8.0,7.0,0.0,3.0,170.0,539.0,2.6666666666666665,0.0,43.6634858892416,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0
Bachinger M.,85.0,50.0,1.0,31.0,86.0,4472.0,2.6129032258064515,0.0,40.12443270213017,11.0,2.0,18.0,27.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,2.0,1.0,5.0,1.0,6.0,4.0,0.0,0.0,21.0,6.0,0.0,0.0,3.0,0.0,1.0,0.0,0.36470588235294116,0.011764705882352941
Baez S.,157.0,69.0,8.0,82.0,4.0,1141.0,2.5121951219512195,1.0,34.636555049167995,63.0,3.0,16.0,57.0,8.0,7.0,0.0,0.0,0.0,10.0,0.0,3.0,23.0,7.0,8.0,13.0,3.0,10.0,12.0,0.0,3.0,0.0,0.0,29.0,26.0,2.0,0.0,11.0,0.0,8.0,6.0,0.5222929936305732,0.050955414012738856
Baghdatis M.,559.0,149.0,13.0,311.0,8.0,5419.0,2.598070739549839,21.0,37.544998301135394,29.0,48.0,234.0,112.0,44.0,60.0,46.0,5.0,19.0,25.0,0.0,52.0,47.0,19.0,6.0,23.0,38.0,20.0,38.0,24.0,40.0,3.0,1.0,141.0,95.0,20.0,4.0,34.0,0.0,13.0,4.0,0.556350626118068,0.023255813953488372
Bagnis F.,124.0,51.0,2.0,43.0,55.0,4447.0,2.511627906976744,0.0,36.712715743564374,35.0,0.0,8.0,33.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,15.0,7.0,4.0,2.0,1.0,10.0,2.0,1.0,0.0,0.0,0.0,28.0,10.0,0.0,0.0,3.0,0.0,2.0,0.0,0.3467741935483871,0.016129032258064516
Bahrouzyan O.,6.0,4.0,0.0,0.0,997.0,0.0,0.0,0.0,11.150485789118498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bai Y.,8.0,6.0,0.0,2.0,241.0,1813.0,2.0,0.0,122.74770873625299,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Bailly G.,2.0,1.0,0.0,0.0,869.0,0.0,0.0,0.0,223.44574285494903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baker B.,57.0,34.0,1.0,20.0,56.0,4535.0,2.85,1.0,239.99852240441507,5.0,5.0,10.0,6.0,2.0,7.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,3.0,3.0,5.0,0.0,1.0,0.0,0.0,15.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3508771929824561,0.017543859649122806
Baker J.,19.0,11.0,0.0,3.0,200.0,1834.0,2.3333333333333335,0.0,38.690986343623045,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0
Balazs A.,32.0,18.0,1.0,16.0,78.0,3080.0,2.6875,0.0,176.41572308879154,16.0,0.0,0.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.5,0.03125
Balcells J.,76.0,43.0,2.0,34.0,58.0,917.0,2.3823529411764706,2.0,47.950425667755376,19.0,0.0,15.0,0.0,0.0,2.0,29.0,1.0,2.0,0.0,0.0,6.0,3.0,6.0,5.0,2.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,5.0,0.0,2.0,1.0,0.4473684210526316,0.02631578947368421
Baldi F.,3.0,3.0,0.0,0.0,149.0,0.0,0.0,0.0,125.8981069489662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ball C.,18.0,11.0,1.0,7.0,131.0,398.0,2.857142857142857,0.0,33.2726113592947,1.0,0.0,6.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3888888888888889,0.05555555555555555
Balleret B.,10.0,4.0,0.0,2.0,234.0,162.0,2.5,0.0,54.837422050483525,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Baluda V.,1.0,1.0,0.0,0.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangoura S.,1.0,1.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barranco Cosano J.,1.0,1.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barrere G.,101.0,45.0,0.0,38.0,55.0,1885.0,2.736842105263158,0.0,44.49764690082101,10.0,6.0,22.0,23.0,2.0,7.0,0.0,0.0,0.0,6.0,0.0,3.0,8.0,2.0,5.0,5.0,4.0,3.0,1.0,4.0,2.0,1.0,0.0,29.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.37623762376237624,0.0
Barrientos N.,4.0,3.0,0.0,0.0,293.0,0.0,0.0,0.0,43.1335136523794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barrios M.,15.0,9.0,0.0,5.0,120.0,385.0,2.6,0.0,56.966155365645456,4.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Barrios Vera M.T.,2.0,1.0,0.0,1.0,300.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Barton M.,8.0,5.0,0.0,4.0,248.0,364.0,3.0,0.0,42.5592024629893,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Basic M.,47.0,30.0,1.0,19.0,75.0,3221.0,2.473684210526316,0.0,63.937743842892196,4.0,2.0,13.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.40425531914893614,0.02127659574468085
Basilashvili N.,286.0,100.0,9.0,131.0,16.0,2953.0,2.6793893129770994,7.0,32.561708010897966,40.0,15.0,76.0,59.0,28.0,21.0,0.0,0.0,0.0,23.0,0.0,10.0,16.0,8.0,11.0,17.0,12.0,17.0,11.0,11.0,17.0,0.0,1.0,58.0,40.0,3.0,1.0,15.0,0.0,9.0,5.0,0.458041958041958,0.03146853146853147
Basso A.,1.0,1.0,0.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bastl G.,111.0,66.0,0.0,37.0,71.0,3334.0,2.5135135135135136,0.0,64.62502211766949,2.0,2.0,33.0,1.0,0.0,3.0,25.0,3.0,5.0,0.0,0.0,4.0,5.0,4.0,0.0,1.0,2.0,6.0,2.0,5.0,7.0,1.0,0.0,28.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0
Bautista Agut R.,415.0,102.0,15.0,250.0,10.0,3117.0,2.596,14.0,21.181781354258202,63.0,35.0,152.0,87.0,46.0,52.0,0.0,0.0,0.0,65.0,0.0,33.0,18.0,19.0,21.0,28.0,24.0,22.0,33.0,16.0,33.0,2.0,1.0,83.0,89.0,21.0,4.0,30.0,0.0,15.0,8.0,0.6024096385542169,0.03614457831325301
Bautista R.,211.0,69.0,7.0,128.0,14.0,1468.0,2.5859375,5.0,34.14168674860829,32.0,13.0,83.0,56.0,21.0,24.0,0.0,0.0,0.0,27.0,0.0,22.0,15.0,8.0,8.0,13.0,11.0,13.0,10.0,9.0,18.0,1.0,0.0,57.0,37.0,8.0,0.0,15.0,0.0,8.0,3.0,0.6066350710900474,0.03317535545023697
Bautista R. ,1.0,1.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beck A.,96.0,46.0,1.0,37.0,37.0,2744.0,2.675675675675676,1.0,74.0627836255656,17.0,7.0,13.0,18.0,2.0,8.0,4.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0,5.0,7.0,8.0,3.0,4.0,3.0,0.0,0.0,27.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3854166666666667,0.010416666666666666
Beck A. ,1.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beck K.,163.0,87.0,1.0,57.0,38.0,3529.0,2.8421052631578947,2.0,30.842765910713076,1.0,13.0,43.0,6.0,1.0,13.0,27.0,1.0,9.0,0.0,0.0,7.0,9.0,1.0,0.0,1.0,13.0,6.0,7.0,5.0,8.0,0.0,0.0,36.0,14.0,4.0,0.0,2.0,0.0,1.0,0.0,0.3496932515337423,0.006134969325153374
Becker B.,356.0,129.0,3.0,144.0,39.0,3654.0,2.5277777777777777,6.0,41.90467791195963,11.0,35.0,98.0,64.0,13.0,19.0,24.0,8.0,2.0,14.0,0.0,11.0,23.0,8.0,5.0,5.0,33.0,11.0,12.0,15.0,18.0,2.0,1.0,90.0,29.0,5.0,0.0,13.0,3.0,3.0,1.0,0.4044943820224719,0.008426966292134831
Becker B. ,1.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bedene A.,273.0,108.0,4.0,123.0,43.0,3676.0,2.6747967479674797,1.0,30.385078004758448,57.0,13.0,53.0,74.0,20.0,17.0,0.0,0.0,0.0,12.0,0.0,16.0,22.0,6.0,17.0,12.0,10.0,16.0,7.0,6.0,8.0,1.0,2.0,78.0,33.0,0.0,0.0,8.0,0.0,4.0,0.0,0.45054945054945056,0.014652014652014652
Bega A.,1.0,1.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Behr N.,9.0,7.0,0.0,4.0,130.0,63.0,2.25,0.0,38.55256152319843,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0
Behrend T.,108.0,62.0,0.0,39.0,76.0,2290.0,2.5128205128205128,2.0,24.28897109931772,25.0,0.0,14.0,0.0,0.0,2.0,30.0,7.0,0.0,0.0,0.0,5.0,9.0,0.0,4.0,1.0,0.0,10.0,0.0,7.0,2.0,0.0,1.0,27.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3611111111111111,0.0
Behrmann M.,1.0,1.0,0.0,0.0,1358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belal C.,1.0,1.0,0.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belic L.,3.0,2.0,0.0,0.0,766.0,0.0,0.0,0.0,597.5052301026327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bellier A.,9.0,6.0,0.0,4.0,303.0,120.0,2.25,0.0,135.67731325956206,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4444444444444444,0.0
Bellotti R.,1.0,1.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bellucci M.,14.0,14.0,0.0,5.0,101.0,71.0,2.4,0.0,20.93982307652551,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0
Bellucci T.,368.0,110.0,8.0,170.0,22.0,3646.0,2.5941176470588236,6.0,38.939806611757064,108.0,6.0,56.0,97.0,19.0,22.0,1.0,0.0,0.0,31.0,0.0,12.0,37.0,12.0,19.0,26.0,6.0,22.0,13.0,7.0,14.0,2.0,0.0,82.0,52.0,7.0,0.0,17.0,0.0,8.0,4.0,0.46195652173913043,0.021739130434782608
Belyaev I.,1.0,1.0,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bemelmans R.,70.0,38.0,0.0,21.0,95.0,2834.0,3.0476190476190474,0.0,32.268938494074945,2.0,6.0,13.0,13.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,6.0,1.0,2.0,5.0,0.0,0.0,16.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0
Benchetrit E.,9.0,6.0,0.0,1.0,217.0,0.0,3.0,0.0,163.5363655495097,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
Benneteau A.,1.0,1.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benneteau J.,545.0,135.0,10.0,260.0,25.0,6168.0,2.623076923076923,18.0,92.88385881090703,43.0,35.0,182.0,80.0,17.0,44.0,44.0,10.0,22.0,43.0,0.0,27.0,31.0,24.0,9.0,27.0,36.0,8.0,38.0,17.0,36.0,7.0,0.0,144.0,75.0,12.0,1.0,18.0,0.0,10.0,0.0,0.47706422018348627,0.01834862385321101
Benneteau J. ,1.0,1.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berankis R.,239.0,101.0,2.0,97.0,54.0,4559.0,2.670103092783505,2.0,65.98403964137813,9.0,4.0,84.0,63.0,12.0,19.0,0.0,0.0,0.0,3.0,0.0,12.0,22.0,2.0,5.0,2.0,5.0,9.0,16.0,9.0,15.0,0.0,0.0,62.0,26.0,2.0,0.0,5.0,0.0,2.0,0.0,0.40585774058577406,0.008368200836820083
Berasategui A.,19.0,15.0,0.0,4.0,59.0,203.0,2.25,0.0,38.633711138895734,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0
Berdych T.,885.0,130.0,32.0,575.0,4.0,5838.0,2.5756521739130434,45.0,19.25774470468904,127.0,65.0,383.0,101.0,67.0,143.0,46.0,26.0,45.0,141.0,6.0,74.0,61.0,52.0,28.0,77.0,55.0,37.0,54.0,39.0,74.0,23.0,1.0,131.0,202.0,92.0,27.0,73.0,6.0,31.0,13.0,0.6497175141242938,0.03615819209039548
Berdych T. ,2.0,1.0,0.0,1.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Bergs Z.,43.0,25.0,0.0,16.0,61.0,1478.0,2.6875,0.0,132.25870780207134,6.0,0.0,10.0,11.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,5.0,2.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37209302325581395,0.0
Berlocq C.,295.0,120.0,3.0,120.0,37.0,4358.0,2.475,3.0,36.63642692427548,91.0,5.0,24.0,68.0,10.0,10.0,17.0,0.0,1.0,14.0,0.0,7.0,30.0,8.0,10.0,18.0,5.0,22.0,7.0,6.0,7.0,0.0,0.0,79.0,24.0,1.0,0.0,8.0,3.0,3.0,2.0,0.4067796610169492,0.010169491525423728
Berrer M.,219.0,95.0,2.0,81.0,43.0,3877.0,2.5555555555555554,2.0,36.784304754603276,16.0,7.0,58.0,38.0,6.0,9.0,15.0,4.0,1.0,8.0,0.0,11.0,15.0,6.0,6.0,3.0,6.0,12.0,6.0,4.0,12.0,0.0,0.0,60.0,15.0,0.0,0.0,4.0,0.0,2.0,0.0,0.3698630136986301,0.0091324200913242
Berrettini J.,1.0,1.0,0.0,0.0,842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berrettini M.,252.0,79.0,16.0,168.0,6.0,2486.0,2.7023809523809526,5.0,31.3644600341506,62.0,41.0,65.0,70.0,25.0,49.0,0.0,0.0,0.0,24.0,0.0,10.0,8.0,3.0,18.0,15.0,31.0,33.0,14.0,17.0,19.0,0.0,0.0,54.0,47.0,14.0,5.0,22.0,0.0,16.0,10.0,0.6666666666666666,0.06349206349206349
Berrettini M. ,3.0,2.0,0.0,1.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0
Bester P.,5.0,4.0,0.0,0.0,705.0,0.0,0.0,0.0,193.04015126392747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Betov S.,1.0,1.0,0.0,0.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhambri Y.,34.0,22.0,0.0,11.0,85.0,3682.0,2.272727272727273,0.0,236.43779395299035,0.0,0.0,11.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3235294117647059,0.0
Bhupathi M.,3.0,2.0,0.0,0.0,775.0,0.0,0.0,0.0,80.61017305526642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biryukov M.,2.0,2.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bjorkman J.,351.0,116.0,4.0,171.0,25.0,3109.0,2.6608187134502925,6.0,26.414825649457438,12.0,49.0,110.0,0.0,0.0,39.0,90.0,16.0,26.0,0.0,0.0,16.0,17.0,14.0,2.0,5.0,45.0,11.0,18.0,8.0,29.0,5.0,1.0,92.0,50.0,9.0,3.0,12.0,0.0,3.0,2.0,0.48717948717948717,0.011396011396011397
Black B.,74.0,38.0,2.0,35.0,29.0,700.0,2.5428571428571427,0.0,41.290343581983905,1.0,13.0,21.0,0.0,0.0,7.0,14.0,9.0,5.0,0.0,0.0,3.0,4.0,5.0,0.0,1.0,13.0,0.0,4.0,1.0,4.0,0.0,0.0,18.0,8.0,4.0,1.0,2.0,0.0,2.0,0.0,0.47297297297297297,0.02702702702702703
Black W.,37.0,27.0,0.0,13.0,107.0,1353.0,2.3846153846153846,0.0,129.61952870699008,0.0,1.0,12.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35135135135135137,0.0
Blake J.,558.0,131.0,24.0,331.0,5.0,4494.0,2.528700906344411,14.0,49.41840835431056,38.0,28.0,265.0,33.0,7.0,57.0,113.0,36.0,63.0,19.0,3.0,33.0,34.0,47.0,19.0,19.0,21.0,35.0,67.0,15.0,36.0,5.0,0.0,132.0,97.0,29.0,7.0,30.0,4.0,22.0,10.0,0.5931899641577061,0.043010752688172046
Blake J. ,1.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake T.,7.0,7.0,0.0,2.0,316.0,84.0,3.0,0.0,45.96194077712559,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
